player_ref_id,points_per_game,rebounds_per_game,assists_per_game,effective_fgp,efficiency_rating,win_shares,value_over_replacement,true_shooting_pct,steals_per_game,blocks_per_game,minutes_per_game
alstora01,10.13263785394933,2.8181818181818183,4.771982116244411,0.461,13.2,32.9,9.6,0.49,1.2116244411326378,0.15648286140089418,28.90014903129657
aminual01,7.627906976744186,6.061046511627907,1.2325581395348837,0.479,12.3,27.5,6.7,0.518,0.9578488372093024,0.563953488372093,25.093023255813954
amundlo01,3.6542056074766354,3.600467289719626,0.4439252336448598,0.474,12.0,6.9,-2.1,0.479,0.35514018691588783,0.7149532710280374,12.866822429906541
anderch01,5.402877697841727,5.02589928057554,0.4848920863309353,0.535,16.7,39.7,9.2,0.581,0.4489208633093525,1.4258992805755395,17.658992805755396
anderda03,4.864077669902913,2.8349514563106797,0.5533980582524272,0.478,11.7,1.5,-0.3,0.501,0.1941747572815534,0.20388349514563106,12.271844660194175
anderal01,7.336363636363636,2.1636363636363636,1.1242424242424243,0.484,10.3,7.4,-0.9,0.526,0.5515151515151515,0.09393939393939393,20.584848484848486
anderan02,2.0,1.0,,0.333,-1.7,0.0,0.0,0.333,-1.0,-1.0,15.0
anderde01,11.96260162601626,3.232520325203252,3.3869918699186994,0.463,15.3,43.9,13.5,0.534,1.1235772357723577,0.14146341463414633,29.227642276422763
anderja01,5.757085020242915,2.2672064777327936,1.1781376518218623,0.488,9.9,3.3,-0.8,0.516,0.4898785425101215,0.22267206477732793,17.489878542510123
anderju01,5.230088495575221,2.5442477876106193,0.668141592920354,0.485,12.6,4.6,0.5,0.525,0.42920353982300885,0.3274336283185841,13.11504424778761
anderke01,12.574592074592074,3.078088578088578,6.055944055944056,0.449,16.4,62.5,21.9,0.501,1.4662004662004662,0.12937062937062938,30.149184149184148
anderky01,5.425068119891008,3.9673024523160763,2.0,0.513,13.4,17.9,6.3,0.543,0.9509536784741145,0.5340599455040872,19.651226158038146
anderry01,12.328197226502311,5.258859784283513,0.9029275808936826,0.523,16.5,46.7,12.8,0.561,0.5115562403697997,0.33436055469953774,25.838212634822803
andersh01,7.408901251738525,3.132127955493741,1.400556328233658,0.492,11.7,23.6,3.0,0.535,0.7732962447844228,0.25034770514603616,22.178025034770513
andrima01,,0.6666666666666666,,0.0,15.5,0.0,0.0,0.0,0.3333333333333333,-1.0,1.5
anigbik01,0.9285714285714286,0.8571428571428571,0.07142857142857142,0.333,17.0,0.0,0.0,0.444,0.07142857142857142,0.2857142857142857,2.5714285714285716
antetgi01,20.079545454545453,8.901515151515152,4.308712121212121,0.547,23.0,64.4,30.3,0.595,1.1742424242424243,1.3106060606060606,32.45643939393939
antetko01,1.2857142857142858,0.5714285714285714,0.2857142857142857,0.5,10.2,0.0,0.0,0.521,0.2857142857142857,-1.0,4.428571428571429
antetth01,2.772727272727273,1.1363636363636365,0.6818181818181818,0.519,13.1,0.2,0.0,0.513,0.3181818181818182,0.09090909090909091,6.136363636363637
